ArtistName,SongName,SongExplicit
Snoop Dogg,Platinum,True
Snoop Dogg,Boom,True
Snoop Dogg,We Rest N Cali,True
Snoop Dogg,El Lay,True
Snoop Dogg,Gang Bang Rookie,True
Snoop Dogg,This Weed Iz Mine,True
Snoop Dogg,Wet,True
Snoop Dogg,Take U Home,True
Snoop Dogg,Sumthin Like This Night,True
Snoop Dogg,Superman,True
Snoop Dogg,Eyez Closed,True
Snoop Dogg,Raised In Da Hood,True
Snoop Dogg,It's D Only Thang,True
Snoop Dogg,Cold Game,True
Snoop Dogg,Toyz N Da Hood,False
Snoop Dogg,The Way Life Used To Be,False
Snoop Dogg,My Own Way,False
Snoop Dogg,Wonder What It Do,False
Snoop Dogg,My F**n House,False
Snoop Dogg,Peer Pressure,False
Snoop Dogg,I Don't Need No B****,False
Snoop Dogg,Platinum,False
Snoop Dogg,Boom,False
Snoop Dogg,We Rest N Cali,False
Snoop Dogg,El Lay,False
Snoop Dogg,Gang Bang Rookie,False
Snoop Dogg,This W**d Iz Mine,False
Snoop Dogg,Sweat - Remix,False
Snoop Dogg,Take U Home,False
Snoop Dogg,Sumthin Like This Night,False
Snoop Dogg,Superman,False
Snoop Dogg,Eyez Closed,False
Snoop Dogg,Raised In Da Hood,False
Snoop Dogg,It's D Only Thang,False
Snoop Dogg,Cold Game,False
Snoop Dogg,Sweat,False
Snoop Dogg,Toyz N Da Hood,False
Snoop Dogg,The Way Life Used To Be,False
Snoop Dogg,My Own Way,False
Snoop Dogg,Wonder What It Do,False
Snoop Dogg,My F**n House,False
Snoop Dogg,Peer Pressure,False
Snoop Dogg,I Don't Need No B****,False
Snoop Dogg,Platinum,False
Snoop Dogg,Boom,False
Snoop Dogg,We Rest N Cali,False
Snoop Dogg,El Lay,False
Snoop Dogg,Gang Bang Rookie,False
Snoop Dogg,This W**d Iz Mine,False
Snoop Dogg,Wet,False
Snoop Dogg,Take U Home,False
Snoop Dogg,Sumthin Like This Night,False
Snoop Dogg,Superman,False
Snoop Dogg,Eyez Closed,False
Snoop Dogg,Raised In Da Hood,False
Snoop Dogg,It's D Only Thang,False
Snoop Dogg,Cold Game,False
Snoop Dogg,I Wanna Rock,True
Snoop Dogg,Protocol,True
Snoop Dogg,So Gangsta,True
Snoop Dogg,House Shoes,True
Snoop Dogg,That Tree,True
Snoop Dogg,You're Gonna Luv Me,True
Snoop Dogg,Pronto,True
Snoop Dogg,Gangsta Luv,False
Snoop Dogg,I Wanna Rock - The Kings G-Mix,False
Snoop Dogg,Protocol,False
Snoop Dogg,So Gangsta,False
Snoop Dogg,House Shoes,False
Snoop Dogg,That Tree,False
Snoop Dogg,You're Gonna Luv Me,False
Snoop Dogg,Pronto - G-Mix,False
Snoop Dogg,Gangsta Luv,False
Snoop Dogg,Introduction to My #1 Priority,True
Snoop Dogg,So Wat Cha Sayin',False
Snoop Dogg,8 Ball,True
Snoop Dogg,How Ya Do Dat,True
Snoop Dogg,Dogghouse Ridaz,True
Snoop Dogg,Akickdoe!,True
Snoop Dogg,$100 Dollar Bill Y'all,True
Snoop Dogg,War Wounds,True
Snoop Dogg,LBC And The ING,True
Snoop Dogg,It Ain't My Fault,True
Snoop Dogg,"The Gangsta, The Killa And The Dope Dealer",True
Snoop Dogg,There Dey Go,True
Snoop Dogg,Only If You Want It,True
Snoop Dogg,Tru Tank Dogs,True
Snoop Dogg,He Did That,True
Snoop Dogg,The Nigga Ya Love To Hate,True
Snoop Dogg,"Walk Like A ""G""",True
Snoop Dogg,Don't Start No Shit,True
Snoop Dogg,Pay Ya Dues Interlude,True
Snoop Dogg,Pay Ya Dues - Snoop Dogg G-Mix,True
